# M.A.C.E. Audit Report
# Hostname: macbook-air-6.local
#
# Summary
# Pass Rate: 25.0%
# Total: 113
# Passed: 28
# Failed: 84
# Manual Review: 1
# Errors: 0
# Generated: 2025-12-14T03:20:43Z
#
# Section Summary
# iCloud: 0/1 passed (0%)
# Password Policy: 1/8 passed (12%)
# System Settings: 9/43 passed (21%)
# Operating System: 11/40 passed (28%)
# Audit: 7/21 passed (33%)
#
Rule ID,CIS ID,Title,Section,Status,Expected Output,Actual Output,Discussion,Comment,Error Message,Check Script,Fix Script,Modified,Execution Time (s),Timestamp
os_bonjour_disable,4.1 (level 2),Disable Bonjour Multicast,os,Fail,true,,,,"Expected: true, Got: ","/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.mDNSResponder')\
.objectForKey('NoMulticastAdvertisements').js
EOS","[Mobileconfig] - PayloadContent:
  - NoMulticastAdvertisements: true
  PayloadType: com.apple.mDNSResponder
",No,0.035,2025-12-14T03:19:46Z
pwpolicy_history_enforce,5.2.8 (level 1),Prohibit Password Reuse for a Minimum of $ODV Generations,pwpolicy,Fail,pass,,,,"Expected: pass, Got: ","/usr/bin/pwpolicy -getaccountpolicies 2> /dev/null | /usr/bin/tail +2 | /usr/bin/xmllint --xpath '//dict/key[text()=""policyAttributePasswordHistoryDepth""]/following-sibling::*[1]/text()' - | /usr/bin/awk '{ if ($1 >= $ODV ) {print ""pass""} else {print ""fail""}}' | /usr/bin/uniq","[Mobileconfig] - PayloadContent:
  - pinHistory: $ODV
  PayloadType: com.apple.mobiledevice.passwordpolicy
",No,0.018,2025-12-14T03:19:46Z
pwpolicy_custom_regex_enforce,5.2.6 (level 2),Require Passwords to Match the Defined Custom Regular Expression,pwpolicy,Fail,true,false,,,"Expected: true, Got: false","/usr/bin/pwpolicy -getaccountpolicies 2> /dev/null | /usr/bin/tail +2 | /usr/bin/xmllint --xpath 'boolean(//*[contains(text(),""policyAttributePassword matches '\''$ODV'\''"")])' -","[Mobileconfig] - PayloadContent:
  - customRegex:
      passwordContentDescription:
        default: Password must match custom regex.
      passwordContentRegex: $ODV
  PayloadType: com.apple.mobiledevice.passwordpolicy
",No,0.013,2025-12-14T03:19:46Z
pwpolicy_account_lockout_timeout_enforce,5.2.1 (level 1),Set Account Lockout Time to $ODV Minutes,pwpolicy,Fail,pass,,,,"Expected: pass, Got: ","/usr/bin/pwpolicy -getaccountpolicies 2> /dev/null | /usr/bin/tail +2 | /usr/bin/xmllint --xpath '//dict/key[text()=""autoEnableInSeconds""]/following-sibling::integer[1]/text()' - | /usr/bin/awk '{ if ($1/60 >= $ODV ) {print ""pass""} else {print ""fail""}}' | /usr/bin/uniq","[Mobileconfig] - PayloadContent:
  - minutesUntilFailedLoginReset: $ODV
  PayloadType: com.apple.mobiledevice.passwordpolicy
",No,0.015,2025-12-14T03:19:46Z
pwpolicy_max_lifetime_enforce,5.2.7 (level 1),Restrict Maximum Password Lifetime to $ODV Days,pwpolicy,Fail,pass,,,,"Expected: pass, Got: ","/usr/bin/pwpolicy -getaccountpolicies 2> /dev/null | /usr/bin/tail +2 | /usr/bin/xmllint --xpath '//dict/key[text()=""policyAttributeExpiresEveryNDays""]/following-sibling::*[1]/text()' - | /usr/bin/awk '{ if ($1 <= $ODV ) {print ""pass""} else {print ""fail""}}' | /usr/bin/uniq","[Mobileconfig] - PayloadContent:
  - maxPINAgeInDays: $ODV
  PayloadType: com.apple.mobiledevice.passwordpolicy
",No,0.015,2025-12-14T03:19:46Z
pwpolicy_alpha_numeric_enforce,5.2.3 (level 2),Require Passwords Contain a Minimum of One Numeric Character,pwpolicy,Fail,1,0,,,"Expected: 1, Got: 0","/usr/bin/pwpolicy -getaccountpolicies 2> /dev/null | /usr/bin/tail +2 | /usr/bin/xmllint --xpath '//dict/key[text()=""policyIdentifier""]/following-sibling::*[1]/text()' - | /usr/bin/grep ""requireAlphanumeric"" -c","[Mobileconfig] - PayloadContent:
  - requireAlphanumeric: true
  PayloadType: com.apple.mobiledevice.passwordpolicy
",No,0.015,2025-12-14T03:19:46Z
pwpolicy_special_character_enforce,5.2.5 (level 2),Require Passwords Contain a Minimum of One Special Character,pwpolicy,Fail,pass,,,,"Expected: pass, Got: ","/usr/bin/pwpolicy -getaccountpolicies 2>/dev/null | /usr/bin/tail -n +2 | /usr/bin/xmllint --xpath ""//string[contains(text(), \""policyAttributePassword matches '(.*[^a-zA-Z0-9].*){\"")]"" - 2>/dev/null | /usr/bin/awk -F""{|}"" '{if ($2 >= $ODV) {print ""pass""} else {print ""fail""}}'","[Mobileconfig] - PayloadContent:
  - minComplexChars: $ODV
  PayloadType: com.apple.mobiledevice.passwordpolicy
",No,0.015,2025-12-14T03:19:46Z
pwpolicy_minimum_length_enforce,5.2.2 (level 1),Require a Minimum Password Length of $ODV Characters,pwpolicy,Pass,pass,pass,,,,"/usr/bin/pwpolicy -getaccountpolicies 2>/dev/null | tail +2 | grep -oE ""policyAttributePassword matches '.\{[0-9]+,"" | awk -F'[{,]' -v ODV=$ODV '{if ($2 > max) max=$2} END {print (max >= ODV) ? ""pass"" : ""fail""}'","[Mobileconfig] - PayloadContent:
  - minLength: $ODV
  PayloadType: com.apple.mobiledevice.passwordpolicy
",No,0.015,2025-12-14T03:19:46Z
pwpolicy_account_lockout_enforce,5.2.1 (level 1),Limit Consecutive Failed Login Attempts to $ODV,pwpolicy,Fail,pass,,,,"Expected: pass, Got: ","/usr/bin/pwpolicy -getaccountpolicies 2> /dev/null | /usr/bin/tail +2 | /usr/bin/xmllint --xpath '//dict/key[text()=""policyAttributeMaximumFailedAuthentications""]/following-sibling::integer[1]/text()' - | /usr/bin/awk '{ if ($1 <= $ODV) {print ""pass""} else {print ""fail""}}' | /usr/bin/uniq","[Mobileconfig] - PayloadContent:
  - maxFailedAttempts: $ODV
  PayloadType: com.apple.mobiledevice.passwordpolicy
",No,0.016,2025-12-14T03:19:47Z
icloud_sync_disable,2.1.1.3 (level 2),Disable iCloud Desktop and Document Folder Sync,icloud,Fail,false,,,,"Expected: false, Got: ","/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess')\
.objectForKey('allowCloudDesktopAndDocuments').js
EOS","[Mobileconfig] - PayloadContent:
  - allowCloudDesktopAndDocuments: false
  PayloadType: com.apple.applicationaccess
",No,0.039,2025-12-14T03:19:47Z
#
# Auditor Sign-Off
#
# Auditor Signature: _______________________________
# Date: _______________________________
# Printed Name: _______________________________
# Title / Role: _______________________________
#
